OBJECTID,Damage,Street Number,Street Name,Street Type,City,State,Zip Code,County,Incident Name,APN,Year Built,Address,GLOBALID,Latitude,Longitude,x,y
107372,No Damage,966,Alta Vista,Drive,Altadena,CA,91001,Los Angeles,Eaton,5842002010,1947,"966 ALTA VISTA DR, ALTADENA, CA 91001",6aeb0b2c-72ea-4266-989c-1eda60c2cce8,34.1960007,-118.1296599,-13150133.59,4055150.591
107373,Destroyed (>50%),177,Wapello,Street,Altadena,CA,91001,Los Angeles,Eaton,5833002004,1953,"177 WAPELLO ST, ALTADENA, CA 91001",0b3cc932-1e04-42ca-a58a-1edc0fea53de,34.2023694,-118.1394297,-13151221.15,4056007.762
107374,No Damage,1985,Lake ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5845028002,1942,"1985 LAKE AVE, ALTADENA, CA 91001",9bd15a1e-9390-4a99-909b-1eff28dcb792,34.1799865,-118.132238,-13150420.58,4052995.496
107375,Destroyed (>50%),3307,Olive ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829009013,1923,"3307 OLIVE AVE, ALTADENA, CA 91001",66850cff-9ea5-4f43-82b8-1f16d17148fd,34.2017854,-118.1518637,-13152605.3,4055929.165
107376,No Damage,835,Morada,Place,Altadena,CA,91001,Los Angeles,Eaton,5845024013,1941,"835 MORADA PL, ALTADENA, CA 91001",cc7d76e3-f8e3-4ec3-b55c-1f31a39f05ba,34.181356,-118.1330915,-13150515.59,4053179.778
107377,Destroyed (>50%),2798,Glen ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829041015,1926,"2798 GLEN AVE, ALTADENA, CA 91001",9b850383-e299-4c24-a6a7-1f418ec89419,34.1931449,-118.1526659,-13152694.6,4054766.24
107378,Destroyed (>50%),3193,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5832020005,,"3193 FAIR OAKS AVE, ALTADENA, CA 91001",2d5dc5a3-9684-4967-a506-1f73f10395c5,34.1998667,-118.1451541,-13151858.39,4055670.914
107379,Destroyed (>50%),930,Athens,Street,Altadena,CA,91001,Los Angeles,Eaton,5842003024,1955,"930 ATHENS ST, ALTADENA, CA 91001",966ff638-255e-4cd3-bf47-1f81bc389e14,34.1966623,-118.1302276,-13150196.79,4055239.635
107380,No Damage,250,Laun ,Street,Altadena,CA,91001,Los Angeles,Eaton,5825005044,1947,"250 LAUN ST, ALTADENA, CA 91001",5e21baed-db45-4263-b6a2-1f8673695e35,34.1815419,-118.1559894,-13153064.57,4053204.789
107381,Destroyed (>50%),71,W Las Flores ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5832019024,1925,"71 W LAS FLORES DR, ALTADENA, CA 91001",ffe2ea52-3127-4695-912b-1f8b26a825c4,34.1999094,-118.1465339,-13152012,4055676.663
107382,Destroyed (>50%),3225,Olive ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829010004,1926,"3225 OLIVE AVE, ALTADENA, CA 91001",ceebfa5e-ee86-4d92-92c2-1f8f4cd7f437,34.2003755,-118.1525784,-13152684.86,4055739.401
107383,Destroyed (>50%),101,W Las Flores,Drive,Altadena,CA,91001,Los Angeles,Eaton,5832019020,1939,"101 W LAS FLORES DR, ALTADENA, CA 91001",7f8a3cfa-ae41-4175-b962-1fb02b756aeb,34.2001189,-118.1472072,-13152086.94,4055704.862
107384,Destroyed (>50%),156,W Manor,Street,Altadena,CA,91001,Los Angeles,Eaton,5835004028,1931,"156 W MANOR ST, ALTADENA, CA 91001",df37d5e5-3cb0-4bb8-a89c-1ffb118e62e1,34.1936843,-118.1513607,-13152549.31,4054838.845
107385,No Damage,1065,E Loma Alta,Drive,Altadena,CA,91001,Los Angeles,Eaton,5843019018,1954,"1065 E LOMA ALTA DR, ALTADENA, CA 91001",70141ffe-f936-4e91-b94b-201624c5cf5f,34.2001179,-118.1214391,-13149218.46,4055704.728
107386,Destroyed (>50%),142,W Mendocino,Street,Altadena,CA,91001,Los Angeles,Eaton,5835008003,1925,"142 W MENDOCINO ST, ALTADENA, CA 91001",1dc0d54b-382f-4f61-a212-2037565a3944,34.1917945,-118.1519438,-13152614.22,4054584.51
107387,Destroyed (>50%),1234,Sunny Oaks,Circle,Altadena,CA,91001,Los Angeles,Eaton,5843016008,1948,"1234 SUNNY OAKS CIR, ALTADENA, CA 91001",fe798a5e-aeaa-4e74-a2eb-2038e1f67505,34.1972294,-118.1225205,-13149338.83,4055315.958
107388,Destroyed (>50%),3201,Olive ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829010001,1926,"3201 OLIVE AVE, ALTADENA, CA 91001",cfeea125-2b36-45e3-a737-207237f92efc,34.2000472,-118.1529223,-13152723.14,4055695.214
107389,Destroyed (>50%),93,W Las Flores,Drive,Altadena,CA,91001,Los Angeles,Eaton,5832019021,1925,"93 W LAS FLORES DR, ALTADENA, CA 91001",fe284184-b9aa-4d7b-a294-2089514d8006,34.2000101,-118.1470086,-13152064.83,4055690.224
107390,Affected (1-9%),2758,Woodlyn ,Road,Pasadena,CA,91107,Los Angeles,Eaton,5751006046,1990,"2758 WOODLYN RD, PASADENA, CA 91107",86a0531b-7a1a-4db3-9dd1-2107af1aa774,34.1665628,-118.0932092,-13146075.92,4051189.327
107391,No Damage,709,E Woodbury,Road,Altadena,CA,91001,Los Angeles,Eaton,5848003009,1922,"709 E WOODBURY RD, ALTADENA, CA 91001",9616a83e-d8dc-464b-9874-2110fdd05654,34.1791528,-118.1357025,-13150806.24,4052883.307
107392,Destroyed (>50%),603,Athens,Street,Altadena,CA,91001,Los Angeles,Eaton,5841004021,1908,"603 ATHENS ST, ALTADENA, CA 91001",7953e427-1393-402c-b6a2-214dd9f6b001,34.1975273,-118.1327921,-13150482.26,4055356.06
107393,Destroyed (>50%),3386,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5833011002,1926,"3386 FAIR OAKS AVE, ALTADENA, CA 91001",2a5b7a3d-ccf2-4670-8caf-216377d91ea5,34.2025768,-118.1430784,-13151627.32,4056035.68
107394,No Damage,2751,Woodlyn ,Road,Pasadena,CA,91107,Los Angeles,Eaton,5751007021,1951,"2751 WOODLYN RD, PASADENA, CA 91107",9aa927f3-adde-4c42-8431-21a472b7d155,34.1669996,-118.093436,-13146101.16,4051248.101
107395,No Damage,2400,Fair Oaks,Avenue,Altadena,CA,0,Los Angeles,Eaton,5835022915,1979,None,2005f3b5-3801-4b0d-9ff8-21b7c9c1db53,34.18472,-118.1505905,-13152463.57,4053632.46
107396,Destroyed (>50%),372,E Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5840006005,1929,"372 E ALTADENA DR, ALTADENA, CA 91001",c611b24d-89fc-4cba-a8f7-22661da33583,34.1918658,-118.1403412,-13151322.63,4054594.099
107397,No Damage,757,Morada,Place,Altadena,CA,91001,Los Angeles,Eaton,5845025015,1942,"757 MORADA PL, ALTADENA, CA 91001",ea4818f3-cc94-4865-a7ff-22aab59fe88a,34.1817743,-118.1348441,-13150710.69,4053236.068
107398,No Damage,974,Athens,Street,Altadena,CA,91001,Los Angeles,Eaton,5842003019,1929,"974 ATHENS ST, ALTADENA, CA 91001",30ab2329-10df-4025-8131-22be76f50ab7,34.1970472,-118.1294723,-13150112.7,4055291.44
107399,Destroyed (>50%),140,W Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5835001021,1947,"140 W ALTADENA DR, ALTADENA, CA 91001",cad32de0-8bea-44e5-add5-22c2a2ec5161,34.1950591,-118.1503603,-13152437.94,4055023.872
107400,Destroyed (>50%),124,W Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5835001019,1940,"124 W ALTADENA DR, ALTADENA, CA 91001",dbb140ba-e5fb-484e-bbfd-22eeb2e8cb4d,34.1951624,-118.1499703,-13152394.54,4055037.764
107401,No Damage,723,E Woodbury,Road,Altadena,CA,91001,Los Angeles,Eaton,5848003023,1911,"723 E WOODBURY RD, ALTADENA, CA 91001",364d0e4c-58cf-4733-ae9b-2321d7a9093d,34.1788806,-118.1355226,-13150786.22,4052846.687
107402,Destroyed (>50%),3072,Rubio Canyon,Road,Altadena,CA,91001,Los Angeles,Eaton,5844009028,1964,"3072 RUBIO CANYON RD, ALTADENA, CA 91001",80126eb9-5b13-4be7-b3ce-2326b58159c9,34.1964946,-118.1248201,-13149594.83,4055217.071
107403,Destroyed (>50%),3041,Via Maderas,Street,Altadena,CA,91001,Los Angeles,Eaton,5843015027,1970,"3041 VIA MADERAS ST, ALTADENA, CA 91001",53f93181-7cbc-4221-905d-237300fa7ee7,34.19631,-118.1238871,-13149490.96,4055192.225
107404,Destroyed (>50%),2998,Lake,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5842004040,1949,"2998 LAKE AVE, ALTADENA, CA 91001",b74fd3fc-17f8-4702-8f21-2374d7b22ce3,34.1972819,-118.1307766,-13150257.9,4055323.028
107405,Destroyed (>50%),2798,Glen,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829040011,1937,"2789 GLEN AVE, ALTADENA, CA 91001",106c3ad3-6c21-4f88-9db1-23973354f6de,34.1933555,-118.1535485,-13152792.86,4054794.583
107406,Destroyed (>50%),2502,La Venezia,Court,Altadena,CA,91001,Los Angeles,Eaton,5835029021,1926,"2502 LA VENEZIA CT, ALTADENA, CA 91001",69a0df77-7f9c-49e1-85b1-23af7a4b9bbd,34.1881464,-118.1485896,-13152240.83,4054093.561
107407,Destroyed (>50%),79,W Mariposa,Street,Altadena,CA,91001,Los Angeles,Eaton,5835004030,1940,"79 W MARIPOSA ST, ALTADENA, CA 91001",cf925f32-2044-4026-98e6-23b73969a1fc,34.1927361,-118.1500459,-13152402.95,4054711.227
107408,No Damage,1235,Del Rey,Avenue,Pasadena,CA,91107,Los Angeles,Eaton,5751008015,1952,"1235 DEL REY AVE, PASADENA, CA 91107",d9eeaa3e-e231-4521-a30d-23bb51894512,34.1675739,-118.0976479,-13146570.03,4051325.367
107409,Affected (1-9%),495,Punahou,Street,Altadena,CA,91001,Los Angeles,Eaton,5841008013,1939,"495 PUNAHOU ST, ALTADENA, CA 91001",9b35244f-a71e-4d19-b75c-23d823b3c1ca,34.1977725,-118.1349356,-13150720.88,4055389.055
107410,Destroyed (>50%),3067,Santa Rosa,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5841007004,1948,"3067 SANTA ROSA AVE, ALTADENA, CA 91001",0342d547-14da-4030-9d5f-23e03af00f7a,34.1970521,-118.1325728,-13150457.85,4055292.102
107411,Affected (1-9%),256,W Calaveras,Street,Altadena,CA,91001,Los Angeles,Eaton,5828005020,1949,"256 W CALAVERAS ST, ALTADENA, CA 91001",eafce6a3-9fe8-4e58-b968-24019ec95861,34.1906295,-118.1549378,-13152947.51,4054427.723
107412,No Damage,2208,El Sereno,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835021019,1950,"2208 EL SERENO AVE, ALTADENA, CA 91001",e9a07a41-dbe5-498c-806c-24049c2b7ad8,34.1837128,-118.1519778,-13152618,4053496.92
107413,No Damage,1150,Bella Vista ,Avenue,Pasadena,CA,91107,Los Angeles,Eaton,5751011005,1940,"1150 BELLA VISTA AVE, PASADENA, CA 91107",e392d415-8dac-4c19-8398-2443e7d78121,34.1660453,-118.0958531,-13146370.23,4051119.705
107414,No Damage,1980,El Molino ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5848003015,1927,"1980 EL MOLINO AVE, ALTADENA, CA 91001",4a484d67-4a0d-4fee-946e-2490dd8483e9,34.1795766,-118.1361886,-13150860.36,4052940.344
107415,Affected (1-9%),2663,Maiden,Lane,Altadena,CA,91001,Los Angeles,Eaton,5844003020,1931,"2663 MAIDEN LN, ALTADENA, CA 91001",eafe757e-f59c-4d82-87a0-24939291cbea,34.1916144,-118.1292581,-13150088.86,4054560.271
107416,Destroyed (>50%),44,W Mendocino ,Street,Altadena,CA,91001,Los Angeles,Eaton,5835007004,1924,"44 W MENDOCINO ST, ALTADENA, CA 91001",634ec7f8-b7d3-4536-a154-24df60689985,34.1913341,-118.1500409,-13152402.39,4054522.542
107417,Destroyed (>50%),209,E Mariposa ,Street,Altadena,CA,91001,Los Angeles,Eaton,5835041028,1994,"209 E MARIPOSA ST, ALTADENA, CA 91001",2d6f56f6-1e2b-4253-9b0c-2512e62ee8e6,34.1932792,-118.1444611,-13151781.25,4054784.325
107418,No Damage,259,Acacia ,Street,Altadena,CA,91001,Los Angeles,Eaton,5827017021,1924,"259 ACACIA ST, ALTADENA, CA 91001",84f46d9c-ec18-446f-a769-25446e9bcab5,34.1841057,-118.1563006,-13153099.22,4053549.795
107419,Destroyed (>50%),60,W Mendocino,Street,Altadena,CA,91001,Los Angeles,Eaton,5835007002,1926,"60 W MENDOCINO ST, ALTADENA, CA 91001",a0cc67a0-6e30-4389-9a15-2544f3e2465b,34.1914021,-118.1503337,-13152434.98,4054531.692
107420,No Damage,241,W Montana ,Street,Pasadena,CA,91103,Los Angeles,Eaton,5825005006,1925,"241 W MONTANA ST, PASADENA, CA 91103",5fe6f647-b765-43b3-bcf9-2554e33a89de,34.1810375,-118.1559093,-13153055.65,4053136.922
107421,Destroyed (>50%),3225,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5832020020,1912,"3225 FAIR OAKS AVE, ALTADENA, CA 91001",8116561e-d229-499b-989d-255ee223d728,34.2006416,-118.1451413,-13151856.97,4055775.209
107422,Destroyed (>50%),392,W Poppyfields ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5829010011,1926,"392 W POPPYFIELDS DR, ALTADENA, CA 91001",b98635f5-033d-40a3-8975-25686e553ea6,34.2007913,-118.1533541,-13152771.21,4055795.366
107423,Destroyed (>50%),104,W Mariposa,Street,Altadena,CA,91001,Los Angeles,Eaton,5835005009,1926,"104 W MARIPOSA ST, ALTADENA, CA 91001",23f44868-c351-41c4-91cf-259ee827cd93,34.192517,-118.1508311,-13152490.36,4054681.738
107424,Destroyed (>50%),424,W Poppyfields ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5829010015,1926,"424 W POPPYFIELDS DR, ALTADENA, CA 91001",dfe31dd1-59df-44f5-8e32-25aa3cd8c563,34.2011331,-118.1538527,-13152826.72,4055841.374
107425,No Damage,3281,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5832024007,1911,"3281 FAIR OAKS AVE, ALTADENA, CA 91001",befefa2d-9131-4cd4-8239-25fab0535af2,34.2012476,-118.1449868,-13151839.78,4055856.778
107426,No Damage,1181,Mt Lowe,Drive,Altadena,CA,91001,Los Angeles,Eaton,5842007004,1947,"1181 MOUNT LOWE DR, ALTADENA, CA 91001",43967b1f-2410-4932-b0e3-2603dc662509,34.1975904,-118.126901,-13149826.47,4055364.549
107427,No Damage,321,Acacia ,Street,Altadena,CA,91001,Los Angeles,Eaton,5827016027,1913,"321 ACACIA ST, ALTADENA, CA 91001",6ee7abb0-1024-4852-8818-2626deff908d,34.184244,-118.1576725,-13153251.94,4053568.405
107428,Destroyed (>50%),3211,Rubio Canyon,Road,Altadena,CA,91001,Los Angeles,Eaton,5843013001,1959,"3211 RUBIO CANYON RD, ALTADENA, CA 91001",01fc0beb-2f62-41b3-8307-264bc6a74a3e,34.1989144,-118.1245851,-13149568.66,4055542.739
107429,No Damage,2400,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835027905,1953,"2400 FAIR OAKS AVE, ALTADENA, CA 91001",856da8be-fcc8-46ae-821f-2688043adc4a,34.1877603,-118.1495821,-13152351.32,4054041.594
107430,Destroyed (>50%),1282,Echo Glen,Drive,Altadena,CA,91001,Los Angeles,Eaton,5842011009,1967,"1282 ECHO GLEN DR, ALTADENA, CA 91001",2079cfe6-3a5f-49da-a887-269b4a5c6c0c,34.1995011,-118.1255565,-13149676.8,4055621.704
107431,No Damage,522,W Palm,Street,Altadena,CA,91001,Los Angeles,Eaton,5829012007,1950,"522 W PALM ST, ALTADENA, CA 91001",cb38bb13-8190-4e08-9422-269d9a1d73e3,34.1994918,-118.1567545,-13153149.75,4055620.455
107432,No Damage,448,W Harriet ,Street,Altadena,CA,91001,Los Angeles,Eaton,5828007009,1927,"448 W HARRIET ST, ALTADENA, CA 91001",8e653849-58f6-4be0-bf46-26a96319a124,34.1928427,-118.1582744,-13153318.93,4054725.575
107433,No Damage,59,La Venezia,Court,Altadena,CA,91001,Los Angeles,Eaton,5835029010,1926,"59 LA VENEZIA CT, ALTADENA, CA 91001",76f67242-12ef-43b8-858c-26b28df61bb7,34.188615,-118.148718,-13152255.13,4054156.618
107434,No Damage,240,W Montana,Street,Pasadena,CA,91103,Los Angeles,Eaton,5825010033,1947,"240 W MONTANA ST, PASADENA, CA 91103",9f1982fb-5e60-4d21-893d-26c75bf53961,34.1805115,-118.1558932,-13153053.86,4053066.139
107435,Destroyed (>50%),79,W Manor,Street,Altadena,CA,91001,Los Angeles,Eaton,5835002047,1946,"79 W MANOR ST, ALTADENA, CA 91001",35323144-aebb-4906-8257-26f15d92893a,34.193729,-118.1495455,-13152347.24,4054844.856
107436,Destroyed (>50%),562,Athens,Street,Altadena,CA,91001,Los Angeles,Eaton,5841007009,1925,"562 ATHENS ST, ALTADENA, CA 91001",0fc5d825-a635-461f-b7d6-2749c8a65c0d,34.1973726,-118.133716,-13150585.11,4055335.229
107437,Destroyed (>50%),29,Silver Spruce,Lane,Altadena,CA,91001,Los Angeles,Eaton,5832020008,1912,"29 SILVER SPRUCE LN, ALTADENA, CA 91001",a2272046-2378-4c94-a958-2793e18f4c59,34.2002526,-118.1456836,-13151917.33,4055722.857
107438,Destroyed (>50%),173,Wapello,Street,Altadena,CA,91001,Los Angeles,Eaton,5833002005,1953,"173 WAPELLO ST, ALTADENA, CA 91001",413247af-ac1b-45cf-aebd-279589e9e0f7,34.2025874,-118.1394001,-13151217.86,4056037.108
107439,No Damage,836,E Sacramento ,Street,Altadena,CA,91001,Los Angeles,Eaton,5845030004,1917,"836 E SACRAMENTO ST, ALTADENA, CA 91001",1ffce769-3817-424c-9d83-27abe8a2a479,34.1796943,-118.1334081,-13150550.84,4052956.171
107440,Destroyed (>50%),2528,La Fiesta,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835011015,1942,"2528 LA FIESTA AVE, ALTADENA, CA 91001",fe46480d-bd29-4386-a7d1-27b1bad3929d,34.1889381,-118.15092,-13152500.25,4054200.105
107441,Destroyed (>50%),68,W Mariposa ,Street,Altadena,CA,91001,Los Angeles,Eaton,5835006001,1923,"68 W MARIPOSA ST, ALTADENA, CA 91001",dcfb6f81-c7e7-43d1-a0dc-27d7f9e33939,34.1922784,-118.1501351,-13152412.87,4054649.631
107442,No Damage,1126,Bella Vista,Avenue,Pasadena,CA,91107,Los Angeles,Eaton,5751011008,1925,"1126 BELLA VISTA AVE, PASADENA, CA 91107",e3265ff5-d04c-4fe2-9fee-2810c0fee227,34.1656276,-118.0958453,-13146369.36,4051063.508
107443,No Damage,2710,Whitefield,Road,Pasadena,CA,91107,Los Angeles,Eaton,5751013027,1925,"2710 WHITEFIELD RD, PASADENA, CA 91107",a5be6d93-63ac-424f-9681-2827ab797fd5,34.1646691,-118.0941637,-13146182.17,4050934.551
107444,No Damage,794,Morada,Place,Altadena,CA,91001,Los Angeles,Eaton,5845027002,1942,"794 MORADA PL, ALTADENA, CA 91001",15948485-ce75-4670-ba55-283e6455b1d2,34.1810328,-118.1341156,-13150629.59,4053136.286
107445,Destroyed (>50%),3158,Santa Anita,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5841004028,1908,"3158 SANTA ANITA AVE, ALTADENA, CA 91001",01a890bd-2738-425d-b736-284b0b3c324b,34.1980512,-118.1335146,-13150562.69,4055426.565
107446,No Damage,2751,Glen,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829040007,1926,"2751 GLEN AVE, ALTADENA, CA 91001",1f64ba82-9128-4b97-a3f3-287059e4f834,34.1926416,-118.1538394,-13152825.24,4054698.518
107447,Destroyed (>50%),494,Punahou,Street,Altadena,CA,91001,Los Angeles,Eaton,5841010023,1941,"494 PUNAHOU ST, ALTADENA, CA 91001",242d05d9-9df7-482f-9f37-2870dfe04917,34.197171,-118.135319,-13150763.56,4055308.096
107448,Destroyed (>50%),2791,Glenrose,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829041010,1926,"2791 GLENROSE AVE, ALTADENA, CA 91001",71529d01-8a53-4887-8e0e-28734d1ad654,34.1928037,-118.1523149,-13152655.53,4054720.333
107449,Destroyed (>50%),2070,Glen,Avenue,Pasadena,CA,91103,Los Angeles,Eaton,5836002017,1936,"2070 GLEN AVE, PASADENA, CA 91103",4356a143-e68b-4c8b-acb2-288732ddd5b0,34.1813173,-118.1549366,-13152947.38,4053174.568
107450,Destroyed (>50%),110,W Manor,Street,Altadena,CA,91001,Los Angeles,Eaton,5835004022,1924,"110 W MANOR ST, ALTADENA, CA 91001",9283fd55-7b7d-49b3-801d-289c08614ad5,34.1932161,-118.1504789,-13152451.15,4054775.832
107451,Destroyed (>50%),3,La Venezia,Court,Altadena,CA,91001,Los Angeles,Eaton,5835029025,1926,"3 LA VENEZIA CT, ALTADENA, CA 91001",be39c9e9-a5f0-4885-88b8-28a229c5a0ea,34.1890125,-118.1496735,-13152361.49,4054210.112
107452,No Damage,280,W Montana,Street,Pasadena,CA,91103,Los Angeles,Eaton,5825010029,1948,"280 W MONTANA ST, PASADENA, CA 91103",b72a500b-87c6-41c3-88cb-28ad2d2b78a9,34.1804801,-118.1567319,-13153147.23,4053061.909
107453,Destroyed (>50%),52,W Mendocino ,Street,Altadena,CA,91001,Los Angeles,Eaton,5835007003,1926,"52 W MENDOCINO ST, ALTADENA, CA 91001",77d9e49c-8ac8-4490-81f8-28cd60c991f9,34.19136,-118.1502007,-13152420.18,4054526.028
107454,Destroyed (>50%),1224,Sunny Oaks,Circle,Altadena,CA,91001,Los Angeles,Eaton,5843016006,1951,"1224 SUNNY OAKS CIR, ALTADENA, CA 91001",79df594d-04be-415a-bd7a-28f8168ded26,34.1976063,-118.1225586,-13149343.07,4055366.691
107455,Destroyed (>50%),3059,Santa Rosa,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5841007003,1925,"3059 SANTA ROSA AVE, ALTADENA, CA 91001",7dc14269-8adb-45eb-9223-2936ae704d94,34.1969275,-118.1328066,-13150483.88,4055275.323
107456,Destroyed (>50%),2821,Glenrose ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829041031,1912,"2821 GLENROSE AVE, ALTADENA, CA 91001",d96851eb-ca1b-466b-b3a5-29638e30199e,34.193368,-118.1522801,-13152651.66,4054796.276
107457,No Damage,801,E Woodbury,Road,Altadena,CA,91001,Los Angeles,Eaton,5848002001,1896,"801 E WOODBURY RD, ALTADENA, CA 91001",5b9a3d53-98f6-45ff-9ce3-297c80c66a55,34.1781399,-118.1338432,-13150599.27,4052747.016
107458,No Damage,300,Acacia ,Street,Altadena,CA,91001,Los Angeles,Eaton,5827019021,1911,"300 ACACIA ST, ALTADENA, CA 91001",10234453-0c21-4196-bf83-2980b8dce123,34.183593,-118.1571357,-13153192.18,4053480.799
107459,Destroyed (>50%),967,Athens,Street,Altadena,CA,91001,Los Angeles,Eaton,5842004008,1952,"967 ATHENS ST, ALTADENA, CA 91001",9ce07619-99bc-4985-8c98-29bd5ad1d700,34.1974604,-118.1297827,-13150147.26,4055347.056
107460,No Damage,194,W Montana,Street,Pasadena,CA,91103,Los Angeles,Eaton,5836003005,1961,"196 W MONTANA ST, PASADENA, CA 91103",50faad17-68d8-4ef0-9ead-29c0db25d1fa,34.1806791,-118.1548913,-13152942.34,4053088.699
107461,Destroyed (>50%),203,Wapello,Street,Altadena,CA,91001,Los Angeles,Eaton,5833002001,1921,"203 WAPELLO ST, ALTADENA, CA 91001",5985105b-471a-4033-8914-29ce93fcfd55,34.2019235,-118.1393392,-13151211.09,4055947.749
107462,No Damage,665,W Altadena,Drive,Altadena,CA,91001,Los Angeles,Eaton,5829005040,1966,"665 W ALTADENA DR, ALTADENA, CA 91001",b0fc4f3d-3091-4fc2-9205-2a0beb24a2dd,34.1994502,-118.1597874,-13153487.37,4055614.853
107463,No Damage,2400,Fair Oaks,Avenue,Altadena,CA,0,Los Angeles,Eaton,5835027904,,None,d42c7c9b-8e1f-452f-876a-2a149ad5b774,34.1872908,-118.1502776,-13152428.74,4053978.416
107464,Destroyed (>50%),16,E Altadena ,Drive,Altadena,CA,91001,Los Angeles,Eaton,5835039002,1946,"16 E ALTADENA DR, ALTADENA, CA 91001",45613b50-89e3-4ea5-9395-2a5f36979f95,34.1941541,-118.1470741,-13152072.13,4054902.068
107465,No Damage,1157,Del Rey,Avenue,Pasadena,CA,91107,Los Angeles,Eaton,5751009021,1937,"1157 DEL REY AVE, PASADENA, CA 91107",dd3d9af3-2891-492d-bddd-2a64584a2c3f,34.1661947,-118.0974633,-13146549.48,4051139.809
107466,Destroyed (>50%),108,W Las Flores,Drive,Altadena,CA,91001,Los Angeles,Eaton,5832018014,1926,"108 W LAS FLORES DR, ALTADENA, CA 91001",ab8e17b0-a8bf-4092-88e1-2aabb3aa640f,34.1996526,-118.1475462,-13152124.68,4055642.104
107467,Destroyed (>50%),355,Acacia,Street,Altadena,CA,91001,Los Angeles,Eaton,5827016023,,"355 ACACIA ST, ALTADENA, CA 91001",c67d4634-7b28-4693-83ab-2aff2b5474d1,34.1841983,-118.1582807,-13153319.65,4053562.262
107468,Destroyed (>50%),2806,Glen,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5829041014,1938,"2806 GLEN AVE, ALTADENA, CA 91001",5f8e7df9-2e13-43c3-b9ad-2b1ba59f51c4,34.1932776,-118.1525991,-13152687.17,4054784.112
107469,Destroyed (>50%),2536,La Fiesta,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835011014,1942,"2536 LA FIESTA AVE, ALTADENA, CA 91001",1801c7d3-e656-4e58-bb2d-2b494cd99d34,34.1890507,-118.1510006,-13152509.23,4054215.247
107470,Destroyed (>50%),2272,El Sereno,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835021042,1946,"2272 EL SERENO AVE, ALTADENA, CA 91001",8e5b5c65-33d4-498b-b85d-2b6081224fc5,34.1847202,-118.1517906,-13152597.17,4053632.486
107471,Destroyed (>50%),33,W Las Flores,Drive,Altadena,CA,91001,Los Angeles,Eaton,5832020015,1946,"33 W LAS FLORES DR, ALTADENA, CA 91001",a24c01bc-62d0-4f68-86c1-2b6fea9c5862,34.1997091,-118.1457457,-13151924.25,4055649.71
107472,Destroyed (>50%),2040,El Molino,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5845032001,1927,"2040 EL MOLINO AVE, ALTADENA, CA 91001",bee7b867-9035-4406-8c2e-2b836cb00243,34.1806665,-118.1358283,-13150820.25,4053086.998
107473,Destroyed (>50%),2751,Fair Oaks,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835003012,1937,"2751 FAIR OAKS AVE, ALTADENA, CA 91001",c496b00e-30de-4bf4-a16f-2b8e2974d02c,34.1926631,-118.1485529,-13152236.75,4054701.4
107474,No Damage,2304,El Sereno ,Avenue,Altadena,CA,91001,Los Angeles,Eaton,5835021045,1885,"2304 EL SERENO AVE, ALTADENA, CA 91001",936acf35-4c8a-471a-906d-2bb29350274d,34.1853689,-118.1519687,-13152616.99,4053719.788
107475,Destroyed (>50%),33,E Terrace ,Street,Altadena,CA,91001,Los Angeles,Eaton,5835039011,1947,"33 E TERRACE ST, ALTADENA, CA 91001",0b6553a7-ac59-401b-b4a7-2bd9d06606ac,34.1937822,-118.1467804,-13152039.43,4054852.015
